UWI,BHT,TrueTemp,SSTVD(m),Field,X,Y,Set
42127310890000,73.33333333333334,88.80000000000001,1648.86132,Eaglebine,2129342.5914728367,-409095.5182090984,Training
42127311860000,62.77777777777778,78.71111111111112,1380.4392,Eaglebine,2177782.43074411,-495213.9154550615,Training
42127311880000,77.77777777777779,96.17777777777779,1918.051536,Eaglebine,2125879.8790953923,-400254.93987488106,Training
42127312130000,80.55555555555556,97.36111111111111,1932.432,Eaglebine,2136120.608036396,-404737.49743613775,Training
42127315410000,81.11111111111111,101.56666666666666,2132.71608,Eaglebine,2287681.7919240375,-398163.0142420503,Training
42127315740000,126.66666666666667,131.53333333333333,3288.7920000000004,Eaglebine,2085119.679913173,-509116.138446259,Training
42127316180000,88.33333333333334,106.14444444444445,2367.3816,Eaglebine,2156260.766414941,-475119.7773331197,Training
42127316900000,91.11111111111111,106.17777777777779,2241.8954400000002,Eaglebine,2130405.2977035004,-519157.85034961917,Training
42127317010000,77.22222222222223,98.36111111111113,1982.3277600000001,Eaglebine,2193108.8966393145,-394291.4305665006,Training
42127317020000,87.22222222222223,107.35555555555557,2369.5152000000003,Eaglebine,2224765.299872995,-393474.47802561766,Training
42127317180000,72.22222222222223,98.86666666666667,2040.3312,Eaglebine,2238405.1104278374,-406977.1143280617,Training
42127317320000,84.44444444444444,95.95555555555556,1907.6334720000002,Eaglebine,2131375.415075981,-400616.6810209075,Training
42127317560000,88.33333333333334,104.61666666666667,2208.5808,Eaglebine,2117242.306326978,-512561.11466675653,Training
42127318560000,104.44444444444444,121.81666666666668,2912.2116,Eaglebine,2284131.4512381665,-461703.3224032052,Training
42127323000000,87.22222222222223,101.2388888888889,2124.1512000000002,Eaglebine,2164131.564455498,-440603.6513063012,Training
42127328970000,71.11111111111111,91.0111111111111,1758.66552,Eaglebine,2280801.543522131,-380633.26184611,Training
42127332970000,87.77777777777779,96.00000000000001,1908.87096,Eaglebine,2114742.02697576,-392712.7735178636,Training
42149304890000,85.55555555555556,109.38333333333333,2420.112,Eaglebine,3048294.0507673007,142950.46838769337,Training
42149305140000,83.33333333333334,105.73333333333333,2299.1064,Eaglebine,3037955.8956595883,142100.4448335876,Training
42149305750000,87.77777777777779,105.71666666666667,2340.2544000000003,Eaglebine,3000774.7250350346,65044.37964702416,Training
42149305880000,86.66666666666667,107.57222222222222,2406.0912000000003,Eaglebine,3015616.5647008596,100134.01176755408,Training
42149307960000,79.44444444444444,101.87777777777778,2197.9128,Eaglebine,3020241.167914198,124208.24623444589,Training
42149308070000,77.77777777777779,101.42222222222223,2191.2072000000003,Eaglebine,3019013.840453742,122608.90926423702,Training
42149308390000,101.66666666666667,126.86666666666667,3015.996,Eaglebine,3080501.3354743756,122196.53589151343,Training
42149308450000,81.11111111111111,103.59444444444445,2250.6432,Eaglebine,2987796.0765694776,54443.4769612052,Training
42149323530000,140.55555555555557,152.78333333333333,3889.4004,Eaglebine,3126933.4369451893,116304.27284859603,Training
42149325050000,136.11111111111111,155.45555555555555,3935.2423200000003,Eaglebine,3162664.0605044635,166458.6090210923,Training
42161304400000,166.11111111111111,175.5555556,4518.3552,Eaglebine,3281735.185248631,662378.481732765,Training
42163317830000,76.66666666666667,92.36111111111111,1851.0504,Eaglebine,2474804.903673185,-290866.2686198264,Training
42177301620000,57.77777777777778,73.68333333333334,1289.304,Eaglebine,2806414.183416905,-92596.13735792536,Training
42177305970000,40.0,45.838888888888896,561.7464,Eaglebine,2876926.7853523376,-79709.39032452209,Training
42177306900000,83.33333333333334,100.73333333333333,2212.63464,Eaglebine,2894215.611192847,-81100.24626610297,Training
42177306920000,94.44444444444444,103.86111111111111,2483.47992,Eaglebine,2884378.5685948376,-49011.04375149336,Training
42177307020000,92.22222222222223,106.30555555555556,2347.8744,Eaglebine,2844824.8683665823,-148614.60269872026,Training
42177307630000,88.88888888888889,112.55000000000001,2565.1968,Eaglebine,2981991.9253793564,5613.471765897414,Training
42177307700000,65.55555555555556,79.24444444444444,1545.336,Eaglebine,2880624.7603076235,-36982.26170421518,Training
42177308050000,69.44444444444444,86.62777777777778,1767.5352,Eaglebine,2873029.3362259646,-64527.64978620262,Training
42177308170000,76.66666666666667,94.93888888888888,2018.6904000000002,Eaglebine,2875011.3976102592,-87878.49964027508,Training
42177308260000,69.44444444444444,87.67777777777778,1817.5224,Eaglebine,2863253.5550514827,-75587.99360207768,Training
42177308270000,75.55555555555556,87.9,1827.276,Eaglebine,2878457.248419612,-60995.674660001074,Training
42177308300000,77.22222222222223,100.35555555555555,2159.8128,Eaglebine,2867595.2756106127,-108980.14772090667,Training
42177308340000,75.55555555555556,91.11111111,1922.6784,Eaglebine,2918331.0487892297,-21925.48716025073,Training
42177309080000,92.22222222222223,108.18333333333334,2415.8448000000003,Eaglebine,2954992.744677757,-20357.696593880733,Training
42177309100000,74.44444444444444,79.44444444,1778.508,Eaglebine,2904977.4323013783,-28475.413558353368,Training
42177309850000,74.44444444444444,96.65555555555555,2035.1496000000002,Eaglebine,2841980.197663304,-128146.05927961577,Training
42177313020000,85.0,107.32222222222224,2398.1664,Eaglebine,2856087.352544517,-137616.93061860354,Training
42177314470000,85.0,101.79444444444444,2235.0984000000003,Eaglebine,2897459.291846158,-79650.44006881506,Training
42177315540000,89.44444444444444,108.00555555555556,2420.7216000000003,Eaglebine,2900703.404071463,-90530.97320037325,Training
42177319460000,110.0,135.55,3372.3072,Eaglebine,2966733.84903429,-60288.567370693345,Training
42177320060000,108.8888888888889,139.9888888888889,3430.3716000000004,Eaglebine,2957137.840241428,-93440.30531080537,Training
42177320410000,110.0,132.03333333333336,3338.9316000000003,Eaglebine,2835571.808623568,-134416.83541500237,Training
42185302150000,120.0,141.16666666666669,3498.1896,Eaglebine,3360062.936730318,430359.0253045012,Training
42185302710000,80.0,100.59444444444445,2106.168,Eaglebine,3349008.119703033,387736.98786440876,Training
42185302840000,105.0,131.75,3137.916,Eaglebine,3367341.6953499336,433063.97642910504,Training
42185304230000,159.44444444444446,165.18333333333334,4240.682400000001,Eaglebine,3389462.492740882,394256.96063221805,Training
42255300590000,115.55555555555556,139.12222222222223,3487.5216,Eaglebine,2855866.39558113,-191024.90156146057,Training
42255305980000,192.22222222222223,192.8722222222227,5566.562400000001,Eaglebine,2784723.5185502036,-224903.32856253028,Training
42255312470000,150.0,156.0222222222222,3999.5856000000003,Eaglebine,2789699.404997671,-316735.46184677136,Training
42283002040000,187.7777777777778,196.02777777777857,5640.7812,Eaglebine,2440955.877944356,-481257.21165427123,Training
42283309180000,107.22222222222223,134.9388888888889,3163.2144000000003,Eaglebine,2487399.700970297,-465787.67451310926,Training
42283310960000,59.44444444444445,65.74444444444445,1045.7688,Eaglebine,2386248.074579112,-372374.09629137657,Training
42283314670000,107.77777777777779,132.33888888888887,3096.6460800000004,Eaglebine,2433857.014589792,-475501.8084808862,Training
42283315220000,106.66666666666667,130.8166666666667,3029.5900800000004,Eaglebine,2444894.1523488495,-471231.72520606616,Training
42283315230000,110.0,130.38888888888889,3069.0312000000004,Eaglebine,2403616.9536738126,-489884.2506593631,Training
42283315400000,102.22222222222223,131.37222222222223,3086.6791200000002,Eaglebine,2411235.4799224795,-486319.21777063893,Training
42283315470000,107.22222222222223,126.95555555555555,2960.0956800000004,Eaglebine,2312435.0953876176,-537746.2705303197,Training
42283315560000,86.66666666666667,116.78333333333335,2756.154,Eaglebine,2328464.5527763343,-407906.433925139,Training
42283315610000,117.22222222222223,128.75,2982.25464,Eaglebine,2352716.117143094,-523235.30672419065,Training
42285313800000,93.33333333333334,120.62777777777778,2815.4985600000005,Eaglebine,3084496.3076359327,-52377.9257435691,Training
42285315200000,142.22222222222223,165.70555555555555,4298.38104,Eaglebine,3069144.474374761,-79432.09875767614,Training
42287305100000,93.33333333333334,112.74444444444445,2524.6584000000003,Eaglebine,3092774.8091767468,218604.30638853583,Training
42287305130000,85.0,104.85555555555557,2267.712,Eaglebine,3105693.5176964006,272750.71694482537,Training
42287306420000,88.88888888888889,114.7,2554.5288,Eaglebine,3091006.480338645,206181.52872588014,Training
42287309060000,93.33333333333334,110.80555555555556,2469.7944,Eaglebine,3088240.8373015826,223394.31220782545,Training
42287309140000,94.44444444444444,107.85555555555555,2344.5216,Eaglebine,3052541.6016464937,178949.27255759647,Training
42287312020000,89.44444444444444,113.22777777777779,2500.884,Eaglebine,3064898.6122026364,174016.13022358707,Training
42287312490000,88.88888888888889,112.21111111111111,2466.7464,Eaglebine,3065316.8909510667,178818.68758400955,Training
42287312500000,88.33333333333334,111.06666666666666,2433.828,Eaglebine,3062318.207387832,180803.26522813665,Training
42287325030000,114.44444444444444,126.04444444444445,3002.8896,Eaglebine,3085699.4434071225,174964.66940861693,Training
42287325060000,131.11111111111111,125.3611111111111,2966.0088,Eaglebine,3087520.471162116,177894.50699897407,Training
42289301060000,95.55555555555556,116.46111111111111,2709.3672,Eaglebine,3274048.654205484,647969.5296115752,Training
42289303540000,158.88888888888889,159.51111111111067,4416.43008,Eaglebine,3283458.186604,653515.2968848316,Training
42289304430000,115.55555555555556,122.1888888888889,3006.5472,Eaglebine,3263108.018817822,637924.4044233817,Training
42289304700000,126.33333333333333,120.06111111111112,2962.3512,Eaglebine,3262536.1869724942,637171.0752612426,Training
42289305780000,113.33333333333334,123.70555555555555,3038.2464,Eaglebine,3309878.7428322383,660119.9873172767,Training
42289306600000,110.0,127.99444444444444,3128.4672,Eaglebine,3406065.260452218,580580.5070550904,Training
42289308110000,95.55555555555556,119.92777777777779,2836.4688,Eaglebine,3404406.0663513606,607561.651702438,Training
42289309370000,98.8888888888889,120.85555555555555,2875.788,Eaglebine,3393612.398602145,592267.9909192325,Training
42289309510000,94.44444444444444,124.48888888888888,2988.5640000000003,Eaglebine,3411429.7428778647,582634.714376039,Training
42289309850000,98.33333333333334,117.04444444444445,2746.248,Eaglebine,3389959.9725738033,594659.5008420376,Training
42289310220000,111.11111111111111,118.74444444444445,2823.5148,Eaglebine,3284514.6819811305,646363.2809627609,Training
42289310950000,104.44444444444444,119.63888888888889,2881.2744000000002,Eaglebine,3313331.2488106377,640376.2539915788,Training
42289312310000,82.22222222222223,112.3,2617.28712,Eaglebine,3285353.363241937,600970.0212750122,Training
42289312660000,93.33333333333334,116.22222222222221,2925.4704,Eaglebine,3264747.5064097997,580909.1392436873,Training
42289312770000,72.77777777777779,92.04444444444445,1856.2320000000002,Eaglebine,3294210.818275527,617728.9515186595,Training
42289312850000,98.8888888888889,122.37222222222223,2975.1528000000003,Eaglebine,3278072.833290293,638701.5444892679,Training
42289312900000,196.11111111111111,192.5222222222218,5479.3896,Eaglebine,3279466.5974052055,597429.8673169741,Training
42289313060000,108.8888888888889,117.88888888888889,2791.3584,Eaglebine,3273243.4820097536,640469.465668653,Training
42289313140000,102.22222222222223,111.65555555555555,2723.0832,Eaglebine,3259054.9627681687,626948.1253625299,Training
42289313210000,110.0,127.7777778,2800.8072,Eaglebine,3270978.5586322783,638668.1620671903,Training
42289313250000,108.33333333333334,117.54444444444445,2800.1976,Eaglebine,3269573.7458961466,639880.7678607436,Training
42289315440000,150.0,182.2222222,4080.6624,Eaglebine,3280447.78141939,634980.8743346347,Training
42293304160000,140.55555555555557,149.5222222222219,4031.4981600000006,Eaglebine,3242786.787439997,635422.5718853249,Training
42293304380000,64.44444444444444,67.36111111111111,1290.828,Eaglebine,3212579.0744886897,616846.5574478116,Training
42293305010000,147.77777777777777,147.9222222222217,3783.1776,Eaglebine,3260781.9715859084,661335.655868407,Training
42293308740000,107.77777777777779,119.44444444444444,2828.5440000000003,Eaglebine,3261899.405411333,656132.4001299748,Training
42293309280000,104.44444444444444,119.69444444444444,2833.9389600000004,Eaglebine,3268458.2254781933,657957.8190119677,Training
42293312300000,137.77777777777777,143.13888888888866,3807.8664000000003,Eaglebine,3259888.8441769304,648651.4610296913,Training
42311001580000,156.66666666666669,164.16111111111113,5062.51464,Eaglebine,2535876.324142979,-385449.8283267423,Training
42311006770000,135.55555555555557,148.08333333333334,3716.7312,Eaglebine,2638303.5323233227,-425359.95805129176,Training
42311013640000,160.55555555555557,164.79444444444445,4277.22792,Eaglebine,2527963.9059307957,-486065.09197107423,Training
42311317850000,166.66666666666669,168.80555555555557,5831.4336,Eaglebine,2608180.119334629,-384612.2581299064,Training
42313302370000,76.66666666666667,121.95,2786.95404,Eaglebine,3414233.396910908,515256.53010857187,Training
42313302910000,120.0,153.05,3910.3554000000004,Eaglebine,3470369.702696789,486712.4666854794,Training
42313304420000,103.8888888888889,123.14444444444445,2871.2160000000003,Eaglebine,3346227.684623387,465859.31166585,Training
42313305590000,104.44444444444444,123.75,2892.387408,Eaglebine,3350100.1268999255,464625.7296945,Training
42313311010000,110.0,140.47222222222223,3504.8952000000004,Eaglebine,3451937.7836495615,510822.0807364957,Training
42323000820000,57.22222222222222,67.70555555555556,994.2271200000001,Eaglebine,2027823.1858751453,-322458.2722629037,Training
42323300720000,128.88888888888889,129.40555555555562,3143.2804800000004,Eaglebine,2002522.3535770995,-385294.24763029127,Training
42323306640000,70.0,84.87222222222223,1424.632152,Eaglebine,2040134.9844932356,-430419.6088104712,Training
42323312560000,65.55555555555556,86.86666666666667,1697.1264,Eaglebine,1966634.739996643,-325937.5308092331,Training
42323312660000,80.55555555555556,84.1,1652.5036800000003,Eaglebine,1945596.304902258,-321512.18434814975,Training
42323324740000,86.66666666666667,103.01666666666668,2213.88432,Eaglebine,2049543.270733548,-319754.90480394993,Training
42323329160000,77.77777777777779,88.49444444444444,1769.15064,Eaglebine,1994164.6162723927,-309000.19929468085,Training
42395300370000,130.0,133.85555555555527,3797.5032,Eaglebine,3210053.904548388,596963.3170267072,Training
42395302780000,88.88888888888889,95.41111111111113,2027.5296,Eaglebine,3178051.920995728,501343.9134615356,Training
42395302880000,151.66666666666669,152.62222222222178,4229.31336,Eaglebine,3202023.186271543,541776.5126786858,Training
42395302890000,85.0,109.4444444,2262.7132800000004,Eaglebine,3240908.6095671253,471711.4892714709,Training
42395303030000,87.77777777777779,109.54444444444445,2449.068,Eaglebine,3246978.2428181707,484035.315584691,Training
42395303790000,97.77777777777779,108.13333333333333,2696.2608,Eaglebine,3245794.2675445704,619656.2684595356,Training
42395304350000,118.33333333333334,107.25555555555556,2822.7528,Eaglebine,3245995.2856024285,599819.1078704555,Training
42395304440000,181.11111111111111,131.1888888888889,4687.519200000001,Eaglebine,3223430.5665444937,532915.3417381224,Training
42395307330000,112.22222222222223,119.10555555555555,3389.9856,Eaglebine,3190101.369467889,546804.7372101528,Training
42477303240000,100.0,121.78888888888889,2770.632,Eaglebine,3137947.1108262,218733.9839829307,Training
42477304680000,118.33333333333334,151.29999999999998,3778.9104,Eaglebine,3266839.9692252423,282127.64503179386,Training
42477305280000,96.11111111111111,165.5555556,3321.7104000000004,Eaglebine,3250930.052091367,256529.7396378403,Training
42477305490000,121.66666666666667,146.63333333333333,3603.0408,Eaglebine,3256096.338795413,269077.5488713061,Training
42493302300000,72.22222222222223,94.56666666666668,1891.3449600000001,Eaglebine,2669466.0390440747,-228292.50386868144,Training
42493303910000,63.333333333333336,75.92777777777778,1337.82816,Eaglebine,2701794.688574363,-165070.09049443266,Training
42493307780000,64.44444444444444,87.38333333333333,1721.2056,Eaglebine,2747734.6995623745,-186567.10361348672,Training
42493308380000,64.44444444444444,79.36111111111111,1467.1548,Eaglebine,2743394.8796846485,-151947.04790535112,Training
42493309720000,81.11111111111111,99.99444444444445,2115.7692,Eaglebine,2709686.5653539165,-215370.07517613342,Training
42493310750000,65.55555555555556,88.14999999999999,1718.37096,Eaglebine,2728481.952469212,-192724.04020769033,Training
42493312560000,69.44444444444444,87.55000000000001,1662.3792,Eaglebine,2638036.384161209,-221709.86548800647,Training
42493316260000,76.66666666666667,92.05555555555556,1865.95512,Eaglebine,2701524.159694637,-207088.89765172295,Training
42493316680000,72.77777777777779,95.97222222222223,1985.25384,Eaglebine,2696944.825321328,-215387.18620753757,Training
42493317790000,73.33333333333334,91.80000000000001,1827.94656,Eaglebine,2710155.1065924107,-200791.2217587461,Training
42493318190000,76.66666666666667,96.10555555555557,1975.46976,Eaglebine,2710485.4720921414,-206963.64933255553,Training
42493319370000,78.88888888888889,100.47222222222223,2095.8048,Eaglebine,2690165.3999502957,-224230.8527437308,Training
42507007550000,65.55555555555556,78.16111111111111,1296.6192,Eaglebine,2247361.996119638,-323618.5313964565,Training
42507312960000,67.22222222222223,94.79444444444445,1929.2468400000002,Eaglebine,2104550.969267706,-214416.14898129192,Training
42507326870000,50.0,78.88888889,989.5332000000001,Eaglebine,2238848.475732004,-241093.83876071867,Training
100010107020W500,48.33,60.97,716.0,Duvernay,506233.85288223537,6097692.519251351,Training
100010608109W500,34.26,63.98,1044.4,Duvernay,600473.3676838224,6205641.4858367825,Training
100011206021W400,29.0,39.07,171.89999999999998,Duvernay,760971.7010448155,6009315.437568877,Training
100011506915W500,64.0,69.47,936.4,Duvernay,552040.1763690236,6091430.564950155,Training
100011804403W500,68.0,75.23,1065.6,Duvernay,674341.921334425,5851527.868909339,Training
100011806718W500,93.2,94.51,2020.1,Duvernay,517871.26123046584,6071671.902615336,Training
100012306427W500,48.0,67.75,836.8,Duvernay,437754.8040528794,6044655.390304108,Training
100012706026W400,23.89,43.77,300.9999999999999,Duvernay,708481.0521159911,6011639.751505661,Training
100012906918W500,38.89,71.41,714.9,Duvernay,519204.0170600351,6094474.7207994405,Training
100020106719W500,10.0,62.82,760.9000000000002,Duvernay,515711.82780489844,6068510.786866958,Training
100020107808W500,20.0,68.41,1088.15,Duvernay,619612.0673356776,6176919.668348931,Training
100020206322W500,75.56,82.49,1276.8000000000002,Duvernay,486333.0056433246,6029659.336275001,Training
100020206508W500,52.5,55.52,384.6,Duvernay,623273.3175436445,6050805.566877827,Training
100020403021W400,51.11,62.6,895.5999999999999,Duvernay,784637.9704957141,5716945.650686406,Training
